Date,Nav,Mid Bid/Ask,P/D to NAV,P/D Indicator
09/24/2018,40.5634,40.61,0.12%,Premium
09/21/2018,40.4279,40.42,-0.02%,Discount
09/20/2018,40.464,40.465,0.00%,Premium
09/19/2018,40.6607,40.67,0.02%,Premium
09/18/2018,40.6775,40.685,0.02%,Premium
09/17/2018,40.6458,40.645,0.00%,Discount
09/14/2018,40.6942,40.73,0.09%,Premium
09/13/2018,40.531,40.55,0.05%,Premium
09/12/2018,40.6693,40.65,-0.05%,Discount
09/11/2018,40.7103,40.715,0.01%,Premium
09/10/2018,40.5947,40.61,0.04%,Premium
09/07/2018,40.5451,40.55,0.01%,Premium
09/06/2018,40.4567,40.465,0.02%,Premium
09/05/2018,40.6131,40.63,0.04%,Premium
09/04/2018,40.7307,40.81,0.19%,Premium
08/31/2018,40.57,40.625,0.14%,Premium
08/30/2018,40.5659,40.575,0.02%,Premium
08/29/2018,40.4834,40.475,-0.02%,Discount
08/28/2018,40.3649,40.41,0.11%,Premium
08/27/2018,40.3053,40.325,0.05%,Premium
08/24/2018,40.3335,40.315,-0.05%,Discount
08/23/2018,40.4165,40.425,0.02%,Premium
