,Adj Close
0,27.620001000000002
1,27.49
2,27.42
3,27.83
4,28.1
5,28.32
6,28.27
7,28.73
8,28.389999
9,28.85
10,28.82
11,29.0
12,29.02
13,29.01
14,28.24
15,28.85
16,28.809998999999998
17,28.34
18,28.440001000000002
19,28.360001
20,28.35
21,28.610001
22,28.17
23,28.16
24,27.07
25,27.42
26,27.67
27,27.799999
28,28.09
29,27.91
30,27.469998999999998
31,26.85
32,26.57
33,27.049999
34,26.77
35,26.860001
36,27.16
37,25.870001000000002
38,26.83
39,26.620001000000002
40,26.5
41,26.120001000000002
42,25.59
43,25.309998999999998
44,24.700001
45,25.620001000000002
46,25.549999
47,25.93
48,25.33
49,25.360001
50,25.360001
51,25.860001
52,25.33
53,25.209999
54,25.24
55,25.24
56,25.610001
57,25.610001
58,25.66
59,25.9
60,25.75
61,25.43
62,25.68
63,25.719998999999998
64,25.73
65,25.77
66,24.790001
67,25.76
68,25.74
69,25.52
70,25.16
71,25.15
72,25.15
73,25.17
74,25.17
75,24.9
76,24.469998999999998
77,24.25
78,24.34
79,24.469998999999998
80,24.469998999999998
81,24.219998999999998
82,24.219998999999998
83,24.77
84,24.77
85,24.77
86,24.77
87,25.440001000000002
88,25.74
89,25.74
90,25.66
91,26.059998999999998
92,26.200001
93,26.17
94,25.870001000000002
95,25.870001000000002
96,26.040001
97,26.040001
98,26.040001
99,25.809998999999998
100,25.809998999999998
101,25.59
102,25.48
103,25.48
104,25.24
105,25.139999
106,25.139999
107,24.99
108,24.959999
109,24.780001000000002
110,24.780001000000002
111,24.780001000000002
112,24.780001000000002
113,26.0
114,25.879998999999998
115,26.1
116,25.85
117,25.85
118,25.85
119,25.85
120,25.450001
121,25.450001
122,26.98
123,26.879998999999998
124,26.65
125,26.65
126,26.48
127,26.48
128,27.15
129,26.77
130,26.77
131,26.389999
132,26.389999
133,25.790001
134,25.549999
135,25.440001000000002
136,25.23
137,25.41
138,25.309998999999998
139,25.02
140,25.219998999999998
141,25.110001
142,25.049999
143,24.889999
144,25.01
145,25.18
146,25.110001
147,25.110001
148,25.120001000000002
149,25.09
150,24.719998999999998
151,24.629998999999998
152,24.65
153,24.790001
154,24.67
155,24.6
156,24.360001
157,24.16
158,24.16
159,24.16
160,24.17
161,24.26
162,24.07
163,24.219998999999998
164,24.219998999999998
165,24.18
166,23.870001000000002
167,24.08
168,24.18
169,24.27
170,24.43
171,24.35
172,24.290001
173,24.290001
174,24.0
175,23.83
176,23.940001000000002
177,23.969998999999998
178,23.969998999999998
179,23.969998999999998
180,23.940001000000002
181,24.1
182,24.1
183,24.24
184,24.24
185,24.059998999999998
186,24.41
187,24.379998999999998
188,24.389999
189,24.389999
190,24.209999
191,23.969998999999998
192,23.969998999999998
193,23.969998999999998
194,23.780001000000002
195,23.809998999999998
196,23.809998999999998
197,24.07
198,24.07
199,24.34
200,24.34
201,24.48
202,24.719998999999998
203,24.719998999999998
204,24.17
205,24.1
206,24.15
207,24.15
208,24.15
209,24.15
210,23.74
211,23.790001
212,23.790001
213,23.790001
214,23.91
215,23.799999
216,23.799999
217,23.73
218,22.77
219,22.809998999999998
220,22.809998999999998
221,22.58
222,22.75
223,22.629998999999998
224,22.549999
225,22.549999
226,22.549999
227,22.700001
228,22.700001
229,22.870001000000002
230,23.040001
231,22.959999
232,22.959999
233,22.9
234,22.9
235,22.9
236,22.790001
237,22.709999
238,22.709999
239,22.68
240,22.68
241,22.67
242,22.73
243,22.73
244,22.610001
245,22.639999
246,22.77
247,22.77
248,22.82
249,22.690001000000002
250,22.66
251,22.74
252,22.77
253,22.77
254,22.77
255,22.33
256,22.280001000000002
257,22.299999
258,22.299999
259,22.469998999999998
260,22.440001000000002
261,22.379998999999998
262,22.309998999999998
263,22.35
264,22.4
265,22.43
266,22.42
267,22.42
268,22.549999
269,22.549999
270,22.719998999999998
271,22.719998999999998
272,22.549999
273,22.549999
274,22.549999
275,22.549999
276,22.620001000000002
277,22.620001000000002
278,22.620001000000002
279,22.620001000000002
280,22.51
281,22.51
282,22.51
283,22.559998999999998
284,22.42
285,22.42
286,22.4
287,22.4
288,22.4
289,22.4
290,22.4
291,22.34
292,22.6
293,22.530001000000002
294,22.530001000000002
295,22.58
296,22.58
297,22.68
298,22.68
299,22.68
300,22.49
301,22.49
302,22.52
303,22.49
304,22.49
305,22.530001000000002
306,22.530001000000002
307,22.530001000000002
308,22.309998999999998
309,22.309998999999998
310,22.309998999999998
311,22.309998999999998
312,22.360001
313,22.43
314,22.43
315,22.389999
316,22.389999
317,22.469998999999998
318,22.469998999999998
319,22.469998999999998
320,22.469998999999998
321,22.469998999999998
322,22.469998999999998
323,22.469998999999998
324,22.1
325,22.08
326,22.08
327,22.08
328,22.08
329,22.08
330,22.59
331,22.59
332,22.59
333,22.59
334,22.620001000000002
335,22.620001000000002
336,22.620001000000002
337,22.620001000000002
338,22.530001000000002
339,22.540001
340,22.549999
341,22.469998999999998
342,22.469998999999998
343,22.690001000000002
344,22.68
345,22.950001
346,22.59
347,22.59
348,22.629998999999998
349,22.629998999999998
350,22.709999
351,22.799999
352,22.799999
353,22.92
354,22.92
355,22.92
356,22.790001
357,22.91
358,23.02
359,23.02
360,23.02
361,23.02
362,23.0
363,22.9
364,22.84
365,22.84
366,22.700001
367,22.9
368,22.940001000000002
369,23.0
370,23.0
371,23.0
372,22.85
373,22.540001
374,22.540001
375,22.379998999999998
376,22.440001000000002
377,22.49
378,22.440001000000002
379,22.440001000000002
380,22.440001000000002
381,22.440001000000002
382,22.440001000000002
383,22.440001000000002
384,23.030001000000002
385,23.030001000000002
386,23.030001000000002
387,23.030001000000002
388,22.799999
389,22.799999
390,22.799999
391,22.799999
392,22.790001
393,22.790001
394,22.790001
395,22.790001
396,22.790001
397,22.790001
398,22.77
399,22.9
400,23.0
401,23.0
402,23.0
403,23.0
404,23.0
405,23.0
406,23.0
407,23.0
408,23.0
409,23.0
410,23.0
411,23.0
412,23.120001000000002
413,23.26
414,23.26
415,23.26
416,23.290001
417,23.290001
418,23.17
419,23.280001000000002
420,23.42
421,23.42
422,23.42
423,23.42
424,23.42
425,23.42
426,23.02
427,23.049999
428,23.049999
429,23.049999
430,22.85
431,22.85
432,22.85
433,23.440001000000002
434,23.440001000000002
435,23.440001000000002
436,23.440001000000002
437,23.110001
438,23.110001
439,23.110001
440,23.49
441,23.49
442,23.49
443,23.5
444,23.5
445,23.5
446,23.5
447,23.5
448,23.5
449,23.5
450,23.5
451,23.5
452,24.049999
453,24.049999
454,23.99
455,23.99
456,24.07
457,24.26
458,24.26
459,24.26
460,24.26
461,24.540001
462,24.540001
463,24.540001
464,24.540001
465,24.540001
466,24.540001
467,24.540001
468,24.84
469,24.84
470,24.84
471,24.700001
472,24.700001
473,24.82
474,24.82
475,24.82
476,24.93
477,25.040001
478,25.040001
479,24.969998999999998
480,24.969998999999998
481,24.950001
482,24.530001000000002
483,24.469998999999998
484,24.48
485,24.08
486,24.0
487,24.0
488,24.4
489,24.450001
490,24.389999
491,24.389999
492,24.18
493,24.18
494,24.200001
495,24.200001
496,24.59
497,24.200001
498,24.16
499,24.049999
500,24.049999
501,24.049999
502,24.030001000000002
503,24.030001000000002
504,24.030001000000002
505,23.959999
506,25.860001
507,24.280001000000002
508,24.33
509,24.49
510,24.49
511,24.469998999999998
512,24.469998999999998
513,24.52
514,24.52
515,24.52
516,24.52
517,24.799999
518,24.82
519,24.67
520,24.809998999999998
521,24.93
522,24.889999
523,24.889999
524,25.040001
525,25.0
526,25.09
527,25.02
528,25.07
529,25.1
530,25.0
531,24.719998999999998
532,24.959999
533,25.030001000000002
534,25.190001000000002
535,25.129998999999998
536,25.059998999999998
537,25.059998999999998
538,25.23
539,25.24
540,25.200001
541,25.200001
542,25.32
543,25.440001000000002
544,25.25
545,25.200001
546,25.120001000000002
547,25.16
548,25.16
549,25.379998999999998
550,25.65
551,25.65
552,25.48
553,25.469998999999998
554,25.469998999999998
555,25.65
556,25.51
557,25.940001000000002
558,25.91
559,25.74
560,25.74
561,25.74
562,25.74
563,25.23
564,25.360001
565,25.370001000000002
566,25.27
567,25.190001000000002
568,25.32
569,25.32
570,25.32
571,25.32
572,25.440001000000002
573,25.51
574,25.51
575,25.51
576,25.719998999999998
577,25.799999
578,25.9
579,25.98
580,25.940001000000002
581,25.639999
582,25.440001000000002
583,25.440001000000002
584,25.24
585,25.290001
586,25.290001
