,Adj Close
0,25.790001
1,25.790001
2,25.66
3,25.75
4,25.860001
5,26.200001
6,26.52
7,25.6
8,26.48
9,26.35
10,27.559998999999998
11,27.49
12,27.98
13,27.700001
14,27.23
15,27.299999
16,27.0
17,27.07
18,27.059998999999998
19,26.879998999999998
20,26.6
21,26.639999
22,26.68
23,26.780001000000002
24,26.91
25,27.32
26,27.360001
27,27.290001
28,28.08
29,27.940001000000002
30,27.58
31,27.299999
32,27.280001000000002
33,27.33
34,27.33
35,27.110001
36,27.09
37,27.139999
38,27.0
39,27.110001
40,26.959999
41,26.5
42,26.5
43,26.32
44,26.32
45,26.379998999999998
46,26.43
47,26.450001
48,26.450001
49,26.450001
50,26.450001
51,26.379998999999998
52,26.379998999999998
53,26.379998999999998
54,26.379998999999998
55,26.57
56,26.65
57,26.75
58,26.75
59,26.75
60,26.75
61,26.41
62,26.48
63,26.200001
64,26.389999
65,26.440001000000002
66,26.440001000000002
67,26.440001000000002
68,26.719998999999998
69,26.85
70,26.91
71,26.91
72,26.91
73,26.91
74,26.91
75,26.91
76,26.91
77,27.23
78,27.23
79,27.35
80,27.25
81,27.25
82,27.25
83,27.459999
84,27.459999
85,27.459999
86,27.459999
87,27.459999
88,27.459999
89,27.83
90,27.73
91,27.73
92,27.790001
93,27.790001
94,27.790001
95,28.030001000000002
96,28.030001000000002
97,28.030001000000002
98,28.030001000000002
99,28.030001000000002
100,28.030001000000002
101,28.030001000000002
102,28.030001000000002
103,27.93
104,27.83
105,27.83
106,27.83
107,28.120001000000002
108,28.15
109,28.24
110,28.32
111,28.309998999999998
112,27.93
113,28.17
114,27.66
115,27.719998999999998
116,27.66
117,27.290001
118,27.190001000000002
119,27.0
120,26.719998999999998
121,28.610001
122,29.299999
123,28.440001000000002
124,27.879998999999998
125,27.799999
126,27.950001
127,27.950001
128,27.809998999999998
129,28.01
130,27.85
131,27.9
132,27.9
133,27.99
134,27.99
135,27.780001000000002
136,27.780001000000002
137,28.049999
138,28.049999
139,28.290001
140,28.379998999999998
141,28.27
142,28.35
143,28.6
144,28.5
145,28.5
146,28.48
147,28.4
148,28.57
149,28.58
150,28.629998999999998
151,28.65
152,28.57
153,28.549999
154,28.48
155,28.67
156,28.67
157,28.75
158,28.969998999999998
159,29.1
160,29.209999
161,29.110001
162,29.1
163,29.17
164,29.129998999999998
165,29.16
166,29.1
167,29.1
168,29.280001000000002
169,29.17
170,29.219998999999998
171,29.459999
172,29.459999
173,29.459999
174,29.35
175,29.49
176,29.49
177,29.35
178,28.309998999999998
179,29.08
180,29.08
181,29.08
182,29.08
183,29.27
184,29.27
185,29.08
186,29.08
187,28.82
188,29.0
189,28.82
190,28.82
191,28.82
192,28.82
193,28.82
194,28.860001
195,28.860001
196,28.700001
197,28.25
198,28.870001000000002
199,28.719998999999998
200,28.68
201,28.549999
202,28.540001
203,28.559998999999998
204,28.610001
205,28.610001
206,28.610001
207,28.610001
208,28.450001
209,28.450001
210,28.23
211,28.24
212,28.24
213,28.459999
214,28.450001
215,27.0
216,27.15
217,26.83
218,26.49
219,26.870001000000002
220,26.870001000000002
221,26.68
222,27.139999
223,27.139999
224,27.07
225,27.07
226,27.030001000000002
227,27.17
228,26.610001
229,27.09
230,27.24
231,27.299999
232,27.26
233,27.26
234,27.26
235,27.26
236,27.26
237,28.99
238,28.99
239,27.33
240,27.33
241,27.379998999999998
242,27.389999
243,27.530001000000002
244,27.530001000000002
245,27.049999
246,27.68
247,27.82
248,27.93
249,27.870001000000002
250,27.879998999999998
251,27.709999
252,27.690001000000002
253,27.77
254,27.77
255,27.690001000000002
256,27.629998999999998
257,27.629998999999998
258,27.59
259,27.59
260,27.690001000000002
261,27.860001
262,28.15
263,27.969998999999998
264,27.969998999999998
265,27.6
266,27.74
267,27.59
268,26.530001000000002
269,27.440001000000002
270,27.629998999999998
271,27.6
272,27.309998999999998
273,27.450001
274,27.450001
275,27.450001
276,27.450001
277,28.24
278,28.24
279,27.57
280,27.549999
281,27.719998999999998
282,27.469998999999998
283,26.870001000000002
284,26.92
285,26.91
286,26.889999
287,26.889999
288,27.219998999999998
289,27.43
290,27.43
291,27.43
292,27.120001000000002
293,27.120001000000002
294,27.23
295,27.23
296,27.23
297,27.09
298,27.09
299,27.09
300,27.15
301,27.15
302,27.139999
303,27.219998999999998
304,27.16
305,27.08
306,27.08
307,26.969998999999998
308,26.969998999999998
309,26.969998999999998
310,26.969998999999998
311,26.59
312,26.549999
313,26.389999
314,26.940001000000002
315,26.190001000000002
316,26.15
317,25.84
318,26.200001
319,26.07
320,26.07
321,26.07
322,26.030001000000002
323,26.02
324,25.809998999999998
325,25.59
326,25.6
327,25.33
328,25.370001000000002
329,25.280001000000002
330,24.889999
331,25.02
332,25.1
333,25.059998999999998
334,25.0
335,25.0
336,25.0
337,25.01
338,25.01
339,25.200001
340,25.42
