,Adj Close
0,40.349037
1,40.571106
2,40.445586999999996
3,40.464901
4,40.561451
5,40.397312
6,40.658004999999996
7,40.696625
8,40.503521
9,40.735245
10,40.80283
11,40.715931
12,40.638690999999994
13,40.600071
14,40.387661
15,40.406967
16,40.339382
17,40.262142
18,40.242828
19,39.9049
20,40.020759999999996
21,40.233173
22,40.378002
23,40.484211
24,40.571106
25,40.860764
26,41.053867
27,41.295246
28,41.52697
29,41.314556
30,41.150417
31,40.957314000000004
32,41.237312
33,41.237312
34,41.131107
35,41.295246
36,41.285587
37,41.372486
38,41.198692
39,41.266281
40,41.150417
41,41.140762
42,41.015244
43,40.80283
44,40.754554999999996
45,40.909039
46,40.735245
47,40.590416
48,40.426277
49,40.378002
50,40.513176
51,40.493862
52,40.368347
53,40.416622
54,40.397312
55,40.310417
56,40.464901
57,40.426277
58,40.242828
59,40.281452
60,40.271793
61,40.426277
62,40.522831
63,40.416622
64,40.638690999999994
65,40.648346000000004
66,40.590416
67,40.677315
68,40.725590000000004
69,40.80283
70,40.80283
71,40.76421
72,40.938004
73,41.015244
74,41.150417
75,41.169727
76,41.053867
77,40.619381
78,40.754554999999996
79,40.880074
80,40.812484999999995
81,41.256626000000004
82,41.46904
83,41.275936
84,41.015244
85,40.860764
86,40.696625
87,40.773865
88,40.349037
89,40.658004999999996
90,40.986278999999996
91,40.966969
92,40.880074
93,41.082832
94,41.246971
95,41.150417
96,40.938004
97,41.015244
98,41.024902000000004
99,41.024902000000004
100,41.237312
101,41.227661
102,41.169727
103,40.928349
104,41.044209
105,41.140762
106,41.218002
107,41.198692
108,41.46904
109,41.652489
110,41.594559000000004
111,41.411106
112,41.43042
113,41.333866
114,41.227661
115,41.082832
116,41.46904
117,41.46904
118,41.150417
119,41.102142
120,40.986278999999996
121,41.160072
122,41.160072
123,41.121452000000005
124,41.150417
125,41.044209
126,41.295246
127,41.005592
128,41.111796999999996
129,40.80283
130,40.976624
131,40.880074
132,40.860764
133,40.870419
134,40.619381
135,40.677315
136,40.542141
137,40.600071
138,40.416622
139,40.493862
140,40.455246
141,40.242828
142,40.310417
143,40.300762
144,40.281452
145,40.493862
146,40.194553000000006
147,40.252483000000005
148,40.281452
149,40.426277
150,40.339382
151,40.262142
152,40.204208
153,40.165588
154,40.069038
155,40.107658
156,39.96283
157,39.991795
158,39.924206
159,39.94352
160,39.779381
161,39.827656
162,39.924206
163,39.856621000000004
164,39.94352
165,39.760071
166,39.875931
167,39.769726
168,39.634552
169,39.818005
170,40.049725
171,40.387661
172,40.320068
173,40.281452
174,40.223518
175,40.069038
176,40.020759999999996
177,40.107658
178,40.049725
179,40.011105
180,40.204208
181,40.378002
182,40.571106
183,40.590416
184,40.464901
185,40.445586999999996
186,40.600071
187,40.522831
188,40.522831
189,40.619381
190,40.600071
191,40.484211
192,40.358692
193,40.310417
194,40.339382
195,40.60973
196,40.658004999999996
197,40.715931
198,40.735245
199,40.880074
200,40.957314000000004
201,40.976624
202,41.082832
203,40.918694
204,40.84145
205,40.68697
206,40.600071
207,40.561451
208,40.551796
209,40.349037
210,40.252483000000005
211,40.242828
212,40.184898
213,40.184898
214,40.059383000000004
215,40.126968
216,40.069038
217,39.924206
218,39.779381
219,39.431793
220,39.499382000000004
221,39.769726
222,39.663521
223,39.566967
224,39.576622
225,39.731106
226,39.769726
227,39.634552
228,39.373863
229,39.644211
230,39.489727
231,39.721451
232,39.837311
233,39.779381
234,39.846965999999995
235,39.98214
236,39.808346
237,40.098
238,40.252483000000005
239,39.866279999999996
240,39.875931
241,39.991795
242,40.07869
243,39.94352
244,39.750412
245,39.721451
246,39.88559
247,39.846965999999995
248,39.924206
249,40.126968
250,40.107658
251,40.126968
252,40.030415000000005
253,39.595932
254,39.547657
255,39.393173
256,39.470417
257,39.219378999999996
258,39.315933
259,39.383518
260,39.480068
261,39.489727
262,39.209724
263,39.209724
264,39.267654
265,39.267654
266,39.200069
267,39.286964000000005
268,39.229034000000006
269,39.393173
270,39.354549
271,39.142139
272,39.026276
273,39.171104
274,39.219378999999996
275,39.132481
276,39.132481
277,39.055240999999995
278,39.074554
279,39.296623
280,39.383518
281,39.383518
282,39.373863
283,39.277309
284,39.093864
285,39.064896000000005
286,39.074554
287,39.006966
288,38.968346000000004
289,38.987656
290,39.016621
291,39.113171
292,39.084206
293,38.794552
294,38.910412
295,38.968346000000004
296,38.910412
297,38.640068
298,38.495239
299,38.29248
300,38.224895000000004
301,38.166962
302,38.27317
303,38.27317
304,38.369724
305,38.166962
306,37.973862
307,38.051102
308,37.964207
309,38.089721999999995
310,37.983517
311,38.147652
312,38.340755
313,38.437309
314,38.427654
315,38.340755
316,38.350414
317,38.379379
318,38.446964
319,38.504898
320,38.553173
321,38.611103
322,38.495239
323,38.640068
324,38.775242
325,38.591793
326,38.620758
327,38.620758
328,38.572483
329,38.437309
330,38.437309
331,38.417999
332,38.360069
333,38.485584
334,38.495239
335,38.533863000000004
336,38.698002
337,38.572483
338,38.446964
339,38.495239
340,38.475929
341,38.475929
342,38.591793
343,38.678692
344,38.591793
345,38.27317
346,38.099377000000004
347,38.21524
348,38.282829
349,38.302135
350,38.244205
351,38.379379
352,38.417999
353,38.31179
354,38.118687
355,38.147652
356,38.147652
357,38.27317
358,38.205585
359,38.321445000000004
360,38.224895000000004
361,38.099377000000004
362,37.896618
363,37.925583
364,37.906273
365,37.761448
366,37.761448
367,37.790413
368,37.790413
369,37.848343
