,Adj Close
0,17.330507
1,17.330507
2,17.330507
3,17.330507
4,17.193253
5,17.193253
6,17.193253
7,17.193253
8,17.110901000000002
9,17.110901000000002
10,17.110901000000002
11,17.110901000000002
12,17.110901000000002
13,16.863848
14,16.937048
15,16.937048
16,16.937048
17,16.937048
18,16.937048
19,16.937048
20,16.937048
21,16.937048
22,16.937048
23,16.937048
24,16.937048
25,16.937048
26,16.937048
27,16.937048
28,16.937048
29,16.937048
30,16.937048
31,16.937048
32,16.937048
33,16.937048
34,16.937048
35,16.937048
36,16.937048
37,16.937048
38,16.937048
39,16.937048
40,16.937048
41,16.937048
42,16.937048
43,17.284754
44,17.284754
45,17.284754
46,17.284754
47,17.284754
48,17.284754
49,17.284754
50,17.284754
51,17.284754
52,17.284754
53,17.592203
54,17.592203
55,17.592203
56,17.592203
57,17.592203
58,17.592203
59,17.592203
60,17.592203
61,17.592203
62,17.592203
63,17.592203
64,17.592203
65,17.592203
66,17.592203
67,17.592203
68,17.592203
69,17.592203
70,17.592203
71,17.592203
72,17.592203
73,17.592203
74,17.592203
75,17.592203
76,17.592203
77,17.592203
78,17.592203
79,17.592203
80,17.781614
81,17.781614
82,17.781614
83,17.781614
84,17.781614
85,17.781614
86,17.781614
87,17.781614
88,17.781614
89,17.781614
90,17.781614
91,17.781614
92,17.781614
93,17.781614
94,17.781614
95,17.781614
96,17.781614
97,17.781614
98,17.781614
99,17.781614
100,17.781614
101,17.781614
102,17.781614
103,17.781614
104,17.781614
105,17.781614
106,17.781614
107,17.781614
108,17.781614
109,17.781614
110,17.781614
111,17.781614
112,17.781614
113,17.781614
114,17.781614
115,17.781614
116,17.882265
117,17.882265
118,17.882265
119,17.882265
120,17.882265
121,17.882265
122,17.882265
123,17.882265
124,17.882265
125,17.882265
126,17.882265
127,17.882265
128,17.882265
129,17.882265
130,17.882265
131,17.882265
132,17.882265
133,17.882265
134,17.882265
135,17.882265
136,17.882265
137,17.882265
138,17.882265
139,18.33703
140,18.803692
141,18.803692
142,18.803692
143,18.465134
144,18.465134
145,18.465134
146,18.465134
147,18.465134
148,18.465134
149,18.465134
150,18.465134
151,18.455984
152,18.455984
153,18.455984
154,18.455984
155,18.455984
156,18.455984
157,18.57951
158,18.57951
159,18.57951
160,18.574935999999997
161,18.593237
162,18.648138
163,18.648138
164,18.565788
165,18.54291
166,18.54291
167,18.565788
168,18.565788
169,18.492582000000002
170,18.611535999999997
171,18.657288
172,18.657288
173,18.657288
174,18.547485
175,18.547485
176,18.327881
177,18.401083
178,18.401083
179,18.401083
180,18.401083
181,18.492582000000002
182,18.497158
183,18.648138
184,18.648138
185,18.593237
186,18.625263
187,18.620687
188,18.648138
189,18.660946
190,18.660946
191,18.634411
192,18.584085
193,18.574935999999997
194,18.574935999999997
195,18.588661
196,18.520035
197,18.520035
198,18.520035
199,18.520035
200,18.446832999999998
201,18.446832999999998
202,18.446832999999998
203,18.482519
204,18.482519
205,18.529184
206,18.529184
207,18.474285000000002
208,18.474285000000002
209,18.465134
210,18.423958
211,18.34618
212,18.34618
213,18.227228
214,18.227228
215,18.296770000000002
216,18.300428
217,18.300428
218,18.300428
219,18.175985
220,18.108276
221,18.108276
222,18.108276
223,18.300428
224,18.300428
225,18.300428
226,18.300428
227,18.300428
228,18.300428
229,18.300428
230,18.300428
231,18.300428
232,18.300428
233,18.1586
234,18.1586
235,18.1586
236,18.1586
237,18.1586
238,18.1586
239,18.1586
240,18.410232999999998
241,18.410232999999998
242,18.410232999999998
243,18.410232999999998
244,18.428532
245,18.364481
246,18.364481
247,18.364481
248,18.364481
249,18.364481
250,18.792389
251,18.455305
252,18.445944
253,18.445944
254,18.511488
255,18.511488
256,18.605122
257,18.605122
258,18.661301
259,18.661301
260,18.633211
261,18.633211
262,18.633211
263,18.633211
264,18.633211
265,18.633211
266,18.642574
267,18.642574
268,18.642574
269,18.773660999999997
270,18.773660999999997
271,18.773660999999997
272,18.719355
273,18.719355
274,18.719355
275,18.719355
276,18.719355
277,18.719355
278,18.998386
279,18.998386
280,18.998386
281,18.998386
282,18.979656
283,18.979656
284,18.979656
285,18.979656
286,18.979656
287,18.979656
288,18.974976
289,18.974976
290,18.974976
291,18.974976
292,19.053631
293,19.053631
294,19.053631
295,19.053631
296,19.053631
297,19.053631
298,19.053631
299,19.053631
300,19.053631
301,19.053631
302,19.053631
303,19.053631
304,19.053631
305,19.185654
306,19.185654
307,19.185654
308,19.185654
309,19.185654
310,19.185654
311,19.026474
312,19.026474
313,19.026474
314,19.130409
315,19.130409
316,19.130409
317,19.130409
318,19.130409
319,19.129473
320,19.129473
321,19.121046
322,19.121046
323,19.121046
324,19.115427
325,19.115427
326,19.115427
327,19.115427
328,19.115427
329,19.115427
330,19.115427
331,19.115427
332,19.115427
333,19.115427
334,19.115427
335,19.115427
336,19.269922
337,19.269922
338,19.232471
339,19.232471
340,19.232471
341,19.288651
342,19.288651
343,19.288651
344,19.288651
345,19.288651
346,19.288651
347,19.288651
348,19.288651
349,19.288651
350,19.288651
351,19.288651
352,19.288651
353,19.288651
354,19.288651
355,19.337341000000002
356,19.337341000000002
357,19.337341000000002
358,19.337341000000002
359,19.337341000000002
360,19.337341000000002
361,19.555508
362,19.555508
363,19.555508
364,19.555508
365,19.555508
366,19.429102
367,19.429102
368,19.429102
369,19.429102
370,19.429102
371,19.522736
372,19.522736
373,19.522736
374,19.522736
375,19.522736
376,19.489964
377,19.489964
378,19.447828
379,19.447828
380,19.447828
381,19.457191
382,19.459064
383,19.459064
384,19.588279999999997
385,19.588279999999997
386,19.588279999999997
387,19.653824
388,19.651014
389,19.651014
390,19.728731
391,19.700642000000002
392,19.700642000000002
393,19.700642000000002
394,19.700642000000002
395,19.710003
396,19.710003
397,19.710003
398,19.710003
399,19.710003
400,19.710003
401,19.710003
402,19.710003
403,19.710003
404,19.710003
405,19.710003
406,19.710003
407,19.710003
408,19.710003
409,19.710003
410,19.710003
411,19.710003
412,19.710003
413,19.710003
414,19.59296
415,19.59296
416,19.611687
417,19.602324
418,19.621052
419,19.644459
420,19.700642000000002
421,19.700642000000002
422,19.675362
423,19.700642000000002
424,19.700642000000002
425,19.700642000000002
426,19.728731
427,19.756821
428,19.756821
429,19.756821
430,19.784912
431,19.766185999999998
432,19.766185999999998
433,19.803638
434,19.747457999999998
435,19.747457999999998
436,19.747457999999998
437,19.747457999999998
438,19.813001999999997
439,19.813001999999997
440,19.841093
441,19.841093
442,19.887909
443,19.925364000000002
444,19.925364000000002
445,19.944088
446,19.944088
447,19.897274
448,19.897274
449,19.897274
